#DM	RA	Dec	U	B1	B	B2	V2	V1	V	G
-08.03068 	165.708	-9.32139	11.152	10.571	9.267	10.404	-99.999	9.802	 9.022	9.957
-58.02945 	165.49	-59.3711	8.811	9.175	8.345	9.881	-99.999	9.79	 9.078	10.2
-61.02033 	165.461	-62.0544	9.166	9.549	8.73	10.283	-99.999	10.292	 9.593	10.748
+36.02147 	165.861	36.095	10.736	9.785	8.382	9.444	-99.999	8.293	 7.489	8.334
-02.03272 	165.748	-3.37139	10.885	10.287	9.032	10.203	-99.999	9.661	 8.888	9.87
-63.01794 	165.459	-64.3044	8.724	7.51	6.55	7.966	-99.999	7.68	 6.946	8
+39.02408 	165.894	38.2283	10.657	10.244	9.076	10.305	-99.999	9.817	 9.057	10.053
-61.02037 	165.511	-62.1547	10.848	9.744	8.685	10.012	-99.999	9.514	 8.760	9.745
+45.01887 	165.946	44.3283	9.195	8.674	7.471	8.671	-99.999	8.102	 7.343	8.33
-80.00509 	164.846	-81.5539	7.748	7.436	6.408	7.758	-99.999	7.452	 6.714	7.779
-10.03184 	165.803	-11.305	7.663	6.988	5.724	6.898	-99.999	6.276	 5.514	6.495
-35.06934 	165.778	-36.1883	11.251	10.905	9.811	11.084	-99.999	10.589	 9.817	10.807
-42.06688 	165.747	-43.5383	9.91	9.35	8.38	9.777	-99.999	9.688	 8.973	10.085
+00.02729 	165.906	0.00527778	9.052	7.988	6.524	7.579	-99.999	6.736	 5.946	6.87
-31.08726 	165.818	-31.9553	10.751	9.212	7.529	8.479	-99.999	7.261	 6.439	7.298
-12.03333 	165.898	-13.4386	8.277	7.694	6.474	7.68	-99.999	7.105	 6.346	7.341
-21.03221 	165.874	-22.0886	11.812	11.254	10.004	11.173	-99.999	10.642	 9.874	10.847
-59.02972 	165.689	-59.7383	7.218	7.24	6.374	7.86	-99.999	7.683	 6.952	8.049
+39.02413 	166.07	38.8611	7.954	7.398	6.448	7.865	-99.999	7.855	 7.143	8.28
-25.08419 	165.886	-26.3886	13.837	13.212	11.893	13.022	-99.999	12.409	11.623	12.532
          	165.969	-5.08861	14.526	13.655	12.188	13.243	-99.999	12.325	11.510	12.316
-45.06629 	165.833	-46.4553	8.666	8.258	7.382	8.894	-99.999	9.044	 8.346	9.512
-60.02478 	165.755	-60.8219	9.092	8.278	7.258	8.616	-99.999	8.281	 7.541	8.576
+39.02414 	166.142	38.2444	6.817	6.19	5.259	6.699	-99.999	6.729	 6.022	7.181
+08.02453 	166.052	8.16111	11.978	11.3	9.944	11.049	-99.999	10.427	 9.632	10.538
+06.02398 	166.096	5.81111	9.429	9.162	8.076	9.372	-99.999	8.997	 8.249	9.289
-00.02401 	166.082	0.194444	7.514	6.888	5.987	7.468	-99.999	7.58	 6.882	8.065
-53.04310 	165.886	-54.4222	9.599	9.181	8.329	9.857	-99.999	10.068	 9.369	10.539
-61.02050 	165.814	-62.4053	11.104	11.044	10.175	11.665	-99.999	11.643	10.951	12.131
-61.02051 	165.813	-62.4553	10.013	9.841	8.951	10.412	-99.999	10.176	 9.446	10.491
-72.01090 	165.61	-73.4553	10.908	10.258	9.009	10.189	-99.999	9.45	 8.672	9.627
-50.05641 	165.932	-51.3389	7.589	7.132	6.168	7.579	-99.999	7.453	 6.732	7.836
-57.04156 	165.878	-58.5556	9.595	8.987	8.117	9.607	-99.999	9.73	 9.031	10.213
-58.02987 	165.876	-58.7556	9.686	9.379	8.52	10.031	-99.999	10.172	 9.478	10.659
-59.02984 	165.89	-59.9556	8.809	9.228	8.414	9.963	-99.999	9.966	 9.264	10.414
-58.02993 	165.927	-58.7889	9.759	9.165	8.263	9.731	-99.999	9.808	 9.103	10.27
-58.02992 	165.92	-59.4389	8.116	8.476	7.661	9.208	-99.999	9.201	 8.487	9.627
-03.03040 	166.171	-4.20583	9.126	8.764	7.601	8.85	-99.999	8.373	 7.612	8.616
-58.02995 	165.952	-58.7722	8.526	7.909	7.054	8.567	-99.999	8.726	 8.036	9.221
-57.04174 	166.01	-57.9558	5.44	5.773	4.986	6.58	-99.999	6.837	 6.151	7.377
-57.04176 	166.004	-58.6058	11.722	11.402	10.418	11.806	-99.999	11.612	10.886	11.984
+25.02335 	166.322	25.2106	8.58	8.346	7.326	8.672	-99.999	8.343	 7.613	8.665
+08.02455 	166.274	7.34389	5.505	5.034	4.052	5.458	-99.999	5.339	 4.615	5.72
-58.03002 	166.028	-58.8392	10.58	9.983	9.062	10.519	-99.999	10.58	 9.874	11.039
+39.02421 	166.39	38.2606	9.948	9.704	8.604	9.899	-99.999	9.452	 8.714	9.726
-43.06758 	166.145	-44.5894	10.446	9.891	9.017	10.514	-99.999	10.625	 9.939	11.113
-47.06466 	166.13	-47.6728	6.594	5.95	5.007	6.434	-99.999	6.384	 5.665	6.793
-57.04183 	166.055	-58.6058	11.033	10.505	9.55	10.972	-99.999	10.929	10.219	11.349
-58.03003 	166.054	-58.7225	9.739	8.748	7.72	9.073	-99.999	8.679	 7.933	8.964
-70.01290 	165.866	-71.6225	8.444	8.181	7.183	8.565	-99.999	8.341	 7.611	8.689
-83.00386 	164.823	-84.5878	6.969	6.268	5.355	6.823	-99.999	6.887	 6.178	7.354
-52.04175 	166.123	-53.1061	8.952	8.255	7.284	8.69	-99.999	8.651	 7.935	9.064
-58.03007 	166.08	-58.7228	11.038	10.406	9.474	10.914	-99.999	10.97	10.261	11.418
-58.03005 	166.079	-58.7728	8.692	8.123	7.257	8.761	-99.999	8.903	 8.216	9.39
-58.03006 	166.077	-58.9228	10.815	10.174	9.253	10.713	-99.999	10.775	10.068	11.231
-60.02498 	166.058	-60.9225	8.93	8.978	8.117	9.614	-99.999	9.439	 8.723	9.825
-35.06954 	166.232	-35.8061	6.01	5.351	4.484	5.993	-99.999	6.116	 5.420	6.597
-35.06955 	166.23	-36.5394	12.003	11.571	10.383	11.606	-99.999	11.116	10.349	11.352
-51.05295 	166.153	-52.4561	10.923	10.27	8.991	10.153	-99.999	9.459	 8.689	9.662
-58.03011 	166.104	-58.8561	10.559	9.937	9.011	10.473	-99.999	10.529	 9.829	11.008
+39.02422 	166.465	38.3936	10.275	9.124	7.649	8.688	-99.999	7.746	 6.955	7.841
-57.04192 	166.132	-58.5061	11.183	10.577	9.63	11.077	-99.999	11.067	10.366	11.518
-58.03014 	166.13	-58.6894	9.801	9.179	7.961	9.161	-99.999	8.55	 7.787	8.779
-58.03017 	166.13	-58.7228	10.45	9.82	8.902	10.377	-99.999	10.457	 9.764	10.939
-58.03016 	166.13	-58.7561	9.929	9.248	7.962	9.111	-99.999	8.431	 7.674	8.639
-58.03015 	166.13	-58.8061	10.916	10.301	9.367	10.812	-99.999	10.842	10.135	11.286
-51.05299 	166.204	-52.2561	11.651	10.896	9.98	11.454	-99.999	11.382	10.675	11.812
-58.03020 	166.155	-58.8228	10.369	9.779	8.878	10.343	-99.999	10.401	 9.702	10.866
+44.02051 	166.536	43.4936	12.113	11.187	9.749	10.789	-99.999	9.636	 8.815	9.612
-26.08338 	166.336	-27.2897	5.762	5.377	4.402	5.8	-99.999	5.639	 4.912	6.005
-57.04199 	166.183	-58.4728	10.801	10.172	9.254	10.713	-99.999	10.756	10.066	11.227
-57.04201 	166.182	-58.6061	11.272	10.68	9.732	11.176	-99.999	11.171	10.465	11.605
-57.04203 	166.182	-58.6561	11.466	10.868	9.901	11.309	-99.999	11.313	10.607	11.743
-58.03028 	166.181	-58.7061	8.526	8.164	7.305	8.815	-99.999	8.964	 8.273	9.454
-58.03024 	166.179	-58.9561	11.563	10.987	10.033	11.447	-99.999	11.399	10.683	11.808
-58.03033 	166.179	-58.9728	11.188	10.597	9.651	11.081	-99.999	11.089	10.395	11.545
-10.03190 	166.405	-11.0731	6.93	6.425	5.471	6.896	-99.999	6.798	 6.082	7.192
-48.06157 	166.272	-49.3897	6.529	5.984	5.12	6.631	-99.999	6.794	 6.104	7.297
-57.04206 	166.208	-58.5564	7.764	7.762	6.943	8.502	-99.999	8.723	 8.038	9.245
-58.03036 	166.206	-58.7231	10.198	9.568	8.659	10.118	-99.999	10.149	 9.450	10.6
-58.03037 	166.206	-58.7564	8.727	8.096	7.234	8.742	-99.999	8.889	 8.199	9.381
-24.09514 	166.393	-25.0397	10.6	10.103	9.084	10.443	-99.999	10.264	 9.542	10.645
-58.03038 	166.231	-58.7897	8.827	8.255	7.384	8.872	-99.999	8.997	 8.305	9.481
-58.03040 	166.231	-58.8064	9.971	9.389	8.489	9.959	-99.999	10.04	 9.342	10.51
-58.03041 	166.231	-58.8231	10.558	9.936	9.023	10.489	-99.999	10.574	 9.890	11.061
-59.03017 	166.221	-59.8564	6.335	6.653	5.817	7.342	-99.999	7.248	 6.535	7.657
-52.04191 	166.3	-53.1397	10.959	10.488	9.605	11.102	-99.999	11.107	10.409	11.585
-58.03044 	166.257	-58.6897	10.252	9.59	8.688	10.167	-99.999	10.251	 9.550	10.72
-58.03043 	166.257	-58.7064	9.92	9.304	8.415	9.902	-99.999	10.012	 9.322	10.503
-59.03018 	166.24	-60.5064	8.152	8.512	7.689	9.236	-99.999	9.272	 8.560	9.72
-60.02505 	166.235	-61.0564	6.811	7.349	6.561	8.144	-99.999	8.287	 7.592	8.777
-48.06163 	166.347	-49.6067	9.125	8.448	7.479	8.887	-99.999	8.861	 8.150	9.279
-58.03050 	166.282	-58.8231	10.097	9.546	8.664	10.162	-99.999	10.265	 9.566	10.743
-73.00796 	166.025	-74.2394	8.695	8.466	7.418	8.76	-99.999	8.462	 7.723	8.78
+54.01416 	166.716	53.6931	9.005	8.424	7.47	8.871	-99.999	8.843	 8.129	9.246
-51.05310 	166.356	-52.24	10.737	10.218	9.332	10.824	-99.999	10.973	10.271	11.443
-57.04221 	166.309	-58.59	11.512	11.09	10.099	11.481	-99.999	11.33	10.616	11.709
-57.04223 	166.309	-58.64	11.292	10.699	9.751	11.19	-99.999	11.196	10.486	11.625
-58.03058 	166.308	-58.6733	10.117	9.516	8.624	10.108	-99.999	10.227	 9.529	10.709
-58.03057 	166.308	-58.7733	10.293	9.702	8.797	10.267	-99.999	10.342	 9.647	10.813
-58.03056 	166.308	-58.79	9.012	8.45	7.588	9.1	-99.999	9.251	 8.558	9.745
-58.03053 	166.307	-58.84	9.781	9.194	8.311	9.806	-99.999	9.938	 9.245	10.425
-60.02508 	166.285	-61.1731	8.26	8.632	7.825	9.387	-99.999	9.485	 8.781	9.952
-26.08342 	166.487	-27.29	5.833	5.485	4.652	6.2	-99.999	6.383	 5.694	6.895
-49.05824 	166.392	-50.5567	8.522	8.232	7.394	8.931	-99.999	9.123	 8.437	9.63
-51.05312 	166.381	-52.29	11.782	11.154	10.253	11.719	-99.999	11.81	11.116	12.286
-57.04230 	166.336	-58.4067	11.023	10.5	9.538	10.952	-99.999	10.897	10.177	11.301
-57.04233 	166.335	-58.59	11.458	10.875	9.918	11.349	-99.999	11.342	10.629	11.767
-57.04228 	166.334	-58.64	11.561	10.985	10.045	11.472	-99.999	11.423	10.713	11.844
-58.03063 	166.332	-58.84	11.219	10.6	9.661	11.107	-99.999	11.116	10.411	11.557
-22.03078 	166.524	-23.1233	11.703	11.417	10.308	11.577	-99.999	11.136	10.377	11.403
-57.04232 	166.36	-58.54	10.105	9.518	8.624	10.117	-99.999	10.245	 9.550	10.729
-57.04235 	166.385	-58.6233	8.835	8.251	7.378	8.878	-99.999	9.001	 8.313	9.496
-58.03071 	166.384	-58.7567	10.533	9.907	9	10.464	-99.999	10.558	 9.853	11.031
-58.03069 	166.384	-58.7733	9.643	8.997	8.108	9.595	-99.999	9.689	 8.988	10.161
+69.00600 	166.971	68.3594	12.151	10.58	9.049	10.058	-99.999	8.822	 8.031	8.974
-58.03066 	166.41	-58.7233	9.428	8.878	7.988	9.491	-99.999	9.605	 8.911	10.087
-18.03103 	166.611	-18.7903	10.861	10.656	9.615	10.954	-99.999	10.592	 9.852	10.893
-29.08855 	166.579	-29.9736	9.484	9.233	8.168	9.484	-99.999	9.123	 8.382	9.432
-57.04245 	166.436	-58.5903	12.115	11.648	10.679	12.099	-99.999	11.98	11.248	12.36
-57.04239 	166.436	-58.6069	10.477	9.882	8.973	10.444	-99.999	10.514	 9.824	10.994
-58.03085 	166.435	-58.6736	9.686	9.08	8.196	9.692	-99.999	9.819	 9.122	10.309
-58.03087 	166.435	-58.6903	9.945	9.282	8.392	9.879	-99.999	9.976	 9.275	10.456
-58.03073 	166.435	-58.7236	9.374	8.71	7.82	9.29	-99.999	9.377	 8.674	9.846
-36.06951 	166.58	-37.0403	11.224	10.872	9.718	10.965	-99.999	10.496	 9.737	10.746
-50.05686 	166.514	-51.2069	8.31	7.734	6.504	7.699	-99.999	7.056	 6.294	7.276
-57.04247 	166.462	-58.5403	9.674	9.126	8.246	9.749	-99.999	9.894	 9.198	10.399
-57.04254 	166.461	-58.5903	11.874	11.566	10.571	11.953	-99.999	11.737	11.005	12.093
-57.04251 	166.461	-58.5903	11.103	10.488	9.554	10.999	-99.999	11.033	10.329	11.48
-58.03092 	166.46	-58.6903	9.993	9.229	7.887	9.005	-99.999	8.259	 7.483	8.446
-58.03080 	166.46	-58.7069	10.31	9.63	8.727	10.209	-99.999	10.286	 9.584	10.764
-58.03081 	166.46	-58.7236	9.918	9.301	8.387	9.862	-99.999	9.946	 9.248	10.422
-43.06788 	166.575	-44.3736	8.558	8.226	7.11	8.394	-99.999	7.982	 7.232	8.259
-58.03089 	166.485	-58.7403	10.774	10.132	9.205	10.666	-99.999	10.678	 9.976	11.126
-58.03086 	166.485	-58.7736	10.553	9.935	9.005	10.463	-99.999	10.477	 9.762	10.901
+02.02387 	166.736	1.95944	7.645	7.018	5.767	6.946	-99.999	6.297	 5.532	6.494
-28.08657 	166.658	-28.7239	7.313	6.73	5.835	7.317	-99.999	7.446	 6.749	7.935
-30.08958 	166.65	-31.3239	14.562	13.812	12.337	13.392	-99.999	12.659	11.849	12.701
-54.04310 	166.539	-55.2069	11.115	10.68	9.506	10.737	-99.999	10.219	 9.463	10.461
-58.03094 	166.511	-58.6736	10.21	9.537	8.635	10.101	-99.999	10.156	 9.463	10.624
-58.03090 	166.511	-58.7236	9.885	9.204	7.952	9.132	-99.999	8.475	 7.711	8.695
-59.03038 	166.5	-59.9403	5.94	6.355	5.562	7.149	-99.999	7.38	 6.694	7.91
-74.00771 	166.226	-75.1567	7.659	7.028	6.098	7.545	-99.999	7.613	 6.913	8.082
-57.04257 	166.537	-58.6403	9.107	8.51	7.638	9.136	-99.999	9.271	 8.581	9.765
-58.03099 	166.537	-58.6903	9.361	8.783	7.896	9.385	-99.999	9.501	 8.801	9.982
-58.03100 	166.536	-58.7403	11.181	10.555	9.623	11.066	-99.999	11.084	10.362	11.506
-58.03102 	166.536	-58.7403	9.134	8.485	7.597	9.08	-99.999	9.169	 8.472	9.645
-58.03101 	166.536	-58.7569	11.311	10.697	9.748	11.177	-99.999	11.182	10.473	11.608
-58.03097 	166.535	-58.8903	8.861	8.315	7.462	8.987	-99.999	9.145	 8.451	9.645
-50.05693 	166.617	-50.9572	9.211	8.227	6.811	7.882	-99.999	7.095	 6.311	7.248
-52.04214 	166.602	-53.3572	10.239	10	9.145	10.678	-99.999	10.773	10.070	11.246
-78.00613 	166.104	-78.8567	10.563	10.117	8.913	10.128	-99.999	9.629	 8.869	9.867
+22.02316 	166.86	22.0425	9.41	9.131	8.049	9.346	-99.999	8.96	 8.221	9.254
-27.07867 	166.736	-27.9739	10.585	10.382	9.322	10.652	-99.999	10.259	 9.515	10.558
-52.04217 	166.628	-53.2739	8.299	7.79	6.946	8.479	-99.999	8.626	 7.932	9.11
-57.04264 	166.59	-58.4239	10.625	10.023	9.112	10.583	-99.999	10.669	 9.971	11.159
-58.03106 	166.587	-58.7406	10.469	9.834	8.923	10.386	-99.999	10.457	 9.759	10.928
-57.04272 	166.614	-58.5239	9.391	8.865	8.002	9.514	-99.999	9.667	 8.974	10.165
-57.04274 	166.613	-58.6406	11.061	10.441	9.501	10.942	-99.999	10.979	10.273	11.435
-58.03109 	166.613	-58.6739	10.482	9.844	8.93	10.39	-99.999	10.463	 9.758	10.923
-58.03107 	166.613	-58.6906	9.881	9.308	8.413	9.891	-99.999	9.995	 9.286	10.465
-58.03111 	166.613	-58.7072	11.404	10.797	9.853	11.288	-99.999	11.3	10.585	11.739
-58.03110 	166.612	-58.7572	9.666	9.096	8.183	9.633	-99.999	9.672	 8.975	10.14
+24.02318 	166.914	23.3258	7.241	6.656	5.715	7.147	-99.999	7.187	 6.473	7.585
-09.03208 	166.833	-10.2408	14.892	13.842	12.286	13.32	-99.999	11.748	10.925	11.76
-43.06793 	166.728	-44.0408	10.293	9.707	8.733	10.139	-99.999	10.131	 9.412	10.539
-45.06692 	166.718	-46.1575	11.826	11.689	10.666	12.023	-99.999	11.66	10.917	11.964
-58.03112 	166.638	-58.6572	9.267	8.219	6.741	7.785	-99.999	6.851	 6.058	6.977
-64.01629 	166.565	-65.5072	7.387	7.75	6.87	8.343	-99.999	8.441	 7.693	8.72
-14.03263 	166.845	-15.3742	8.765	8.539	7.501	8.842	-99.999	8.533	 7.794	8.855
-31.08776 	166.797	-32.5908	7.349	7.003	6.042	7.446	-99.999	7.298	 6.575	7.681
-58.03120 	166.663	-58.7408	8.26	7.677	6.816	8.338	-99.999	8.487	 7.798	8.984
-58.03123 	166.662	-58.8575	10.05	9.466	8.579	10.078	-99.999	10.208	 9.516	10.703
-61.02067 	166.628	-62.4239	6.974	6.244	4.938	6.071	-99.999	5.385	 4.614	5.593
-64.01630 	166.599	-64.8406	7.219	6.487	5.572	7.032	-99.999	7.097	 6.392	7.554
+14.02345 	166.939	13.8425	8.343	8.065	7.028	8.362	-99.999	8.057	 7.315	8.379
-18.03106 	166.86	-19.2908	13.667	12.697	11.235	12.259	-99.999	11.211	10.377	11.178
-30.08970 	166.827	-30.8075	13.356	12.515	11.056	12.099	-99.999	11.367	10.554	11.403
-57.04285 	166.69	-58.6242	11.396	10.775	9.84	11.256	-99.999	11.269	10.565	11.708
-61.02068 	166.659	-61.8575	8.12	7.875	7.025	8.538	-99.999	8.52	 7.816	8.951
-04.03016 	166.919	-5.32444	11.392	11.106	10.093	11.47	-99.999	11.247	10.507	11.59
-40.06522 	166.815	-41.4575	8.964	8.309	7.352	8.778	-99.999	8.728	 8.011	9.14
-58.03131 	166.714	-58.7075	9.104	8.548	7.668	9.166	-99.999	9.298	 8.601	9.787
-58.03133 	166.714	-58.7742	10.386	9.756	8.844	10.315	-99.999	10.368	 9.667	10.824
-58.03142 	166.714	-58.7742	10.853	10.263	9.321	10.759	-99.999	10.767	10.071	11.208
+39.02424 	167.061	38.4089	10.41	9.849	8.556	9.694	-99.999	9.115	 8.337	9.268
-41.06343 	166.835	-42.6408	5.702	5.104	4.219	5.698	-99.999	5.846	 5.144	6.305
-58.03139 	166.74	-58.7075	10.332	9.73	8.799	10.248	-99.999	10.284	 9.581	10.748
-58.03136 	166.739	-58.7575	10.779	10.146	9.22	10.68	-99.999	10.749	10.049	11.211
-58.03132 	166.739	-58.7908	8.061	7.302	6.441	7.943	-99.999	8.073	 7.375	8.557
-58.03138 	166.739	-58.8242	10.41	9.831	8.922	10.389	-99.999	10.47	 9.768	10.935
-58.03140 	166.731	-59.6742	8.536	8.947	8.115	9.654	-99.999	9.595	 8.882	10.021
+53.01468 	167.153	52.6256	10.13	9.908	8.874	10.212	-99.999	9.884	 9.146	10.198
-47.06521 	166.834	-48.2411	9.178	8.559	7.597	9.011	-99.999	9.003	 8.289	9.431
-59.03052 	166.755	-59.7908	8.348	8.742	7.895	9.419	-99.999	9.273	 8.551	9.637
-57.04296 	166.792	-58.5244	9.823	9.184	8.307	9.796	-99.999	9.911	 9.212	10.403
-58.03144 	166.79	-58.7078	8.881	8.274	7.406	8.919	-99.999	9.045	 8.351	9.533
-58.03146 	166.79	-58.7578	11.129	10.52	9.586	11.032	-99.999	11.055	10.371	11.512
          	167.02	-5.14111	12.669	13.071	12.138	13.6	-99.999	13.744	13.038	14.289
-58.03145 	166.815	-58.8078	10.326	9.663	8.758	10.231	-99.999	10.319	 9.620	10.791
-58.03147 	166.814	-58.9078	8.765	8.18	7.318	8.839	-99.999	8.99	 8.294	9.485
-59.03057 	166.805	-59.8744	7.002	7.43	6.603	8.149	-99.999	8.111	 7.402	8.529
-58.03153 	166.839	-58.9744	11.104	10.483	9.543	10.976	-99.999	11	10.293	11.43
-61.02070 	166.81	-62.0411	9.991	10.185	9.319	10.83	-99.999	10.739	10.014	11.14
+16.02216 	167.118	15.7586	12.328	11.577	10.16	11.24	-99.999	10.539	 9.735	10.588
-29.08875 	167.005	-30.1747	7.583	7.345	6.291	7.619	-99.999	7.258	 6.517	7.562
-70.01305 	166.705	-70.8744	5.147	5.343	4.533	6.093	-99.999	6.262	 5.571	6.769
+68.00632 	167.417	67.2083	6.946	6.327	5.385	6.804	-99.999	6.794	 6.086	7.213
-27.07881 	167.036	-28.2747	12.261	11.388	9.907	10.944	-99.999	10.133	 9.318	10.147
-59.03064 	166.881	-59.9578	7.704	8.2	7.387	8.933	-99.999	8.937	 8.230	9.375
-29.08877 	167.056	-29.9747	7.074	6.43	5.541	7.033	-99.999	7.155	 6.462	7.65
-58.03157 	166.917	-58.6747	10.015	9.84	8.984	10.508	-99.999	10.669	 9.964	11.117
-58.03160 	166.917	-58.7914	10.637	10.017	9.106	10.572	-99.999	10.66	 9.965	11.137
+25.02344 	167.216	24.6583	6.43	5.711	4.812	6.294	-99.999	6.395	 5.690	6.873
-31.08790 	167.075	-32.0914	10.857	10.171	8.958	10.173	-99.999	9.536	 8.769	9.759
-58.03166 	166.942	-58.8414	11.005	10.411	9.472	10.921	-99.999	10.905	10.200	11.347
-26.08368 	167.114	-27.5081	11.033	10.825	9.754	11.072	-99.999	10.679	 9.931	10.965
-58.03170 	166.967	-58.8247	10.437	9.794	8.888	10.357	-99.999	10.439	 9.742	10.91
-58.03174 	167.018	-58.8414	9.794	9.165	8.271	9.76	-99.999	9.84	 9.137	10.304
-27.07886 	167.188	-28.075	6.039	5.446	4.541	6.013	-99.999	6.118	 5.422	6.603
-58.03177 	167.044	-58.725	10.883	10.261	9.339	10.791	-99.999	10.839	10.138	11.302
+45.01897 	167.408	44.4914	5.815	4.902	3.503	4.605	-99.999	3.8	 3.001	3.962
-18.03110 	167.236	-19.4083	7.502	6.853	5.975	7.473	-99.999	7.604	 6.912	8.096
-43.06810 	167.156	-44.2417	10.786	10.586	9.559	10.912	-99.999	10.572	 9.833	10.893
-58.03180 	167.07	-58.6917	10.593	10.42	9.572	11.098	-99.999	11.209	10.508	11.674
+88.00064 	170.44	87.6381	7.932	7.381	6.509	8.009	-99.999	8.173	 7.480	8.671
          	167.321	-4.60861	14.467	13.562	12.092	13.135	-99.999	12.043	11.214	12.027
-19.03185 	167.283	-20.5086	8.151	7.628	6.758	8.266	-99.999	8.421	 7.726	8.923
-58.03182 	167.121	-58.675	11.428	10.949	9.976	11.37	-99.999	11.274	10.560	11.664
-58.03184 	167.115	-59.4083	7.842	8.026	7.148	8.627	-99.999	8.286	 7.556	8.624
-60.02554 	167.094	-61.625	8.519	8.262	7.368	8.828	-99.999	8.599	 7.869	8.932
-47.06547 	167.238	-48.4086	8.682	8.081	7.196	8.68	-99.999	8.818	 8.107	9.245
-54.04339 	167.2	-54.9086	8.993	8.768	7.922	9.443	-99.999	9.603	 8.910	10.072
-56.04238 	167.184	-57.0586	6.547	7.025	6.215	7.74	-99.999	7.774	 7.076	8.223
-58.03189 	167.169	-58.9753	6.974	5.958	4.58	5.708	-99.999	4.763	 3.956	4.854
-61.02075 	167.142	-61.9419	5.347	5.292	4.434	5.937	-99.999	5.847	 5.134	6.244
-41.06360 	167.292	-41.8419	12.026	11.523	10.278	11.455	-99.999	10.902	10.124	11.083
-52.04256 	167.234	-53.5253	8.418	8.823	8.018	9.587	-99.999	9.709	 9.011	10.195
-58.03193 	167.197	-58.7086	10.684	10.038	9.128	10.598	-99.999	10.664	 9.962	11.134
+03.02466 	167.437	2.44111	9.282	8.873	7.688	8.92	-99.999	8.447	 7.686	8.685
-25.08487 	167.37	-25.9756	10.085	9.769	8.635	9.897	-99.999	9.442	 8.687	9.704
-60.02559 	167.204	-60.7586	8.179	8.584	7.753	9.274	-99.999	9.174	 8.461	9.583
-60.02558 	167.196	-61.5586	7.072	7.249	6.438	8.001	-99.999	8.185	 7.487	8.68
+36.02160 	167.546	35.3244	8.493	7.854	6.961	8.431	-99.999	8.562	 7.869	9.053
-23.09765 	167.398	-24.5922	13.869	12.845	11.39	12.446	-99.999	11.26	10.441	11.299
          	167.5	-2.77556	14.396	13.924	12.723	13.956	-99.999	13.31	12.570	13.523
-41.06367 	167.416	-42.4589	12.415	12.004	10.833	12.087	-99.999	11.602	10.848	11.853
-31.08816 	167.477	-32.3589	6.393	5.738	4.848	6.341	-99.999	6.472	 5.776	6.964
+66.00704 	167.864	66.0239	9.607	9.261	8.146	9.414	-99.999	8.988	 8.246	9.263
+31.02236 	167.655	30.3742	9.387	8.684	7.772	9.218	-99.999	9.29	 8.584	9.753
-06.03317 	167.565	-7.37583	7.919	7.663	6.599	7.916	-99.999	7.55	 6.808	7.858
-37.07067 	167.532	-38.3592	10.42	10.075	8.905	10.144	-99.999	9.654	 8.895	9.887
-52.04277 	167.463	-53.3258	10.182	9.734	8.873	10.399	-99.999	10.532	 9.842	11.022
-60.02571 	167.403	-61.2758	9.076	9.511	8.708	10.284	-99.999	10.399	 9.704	10.892
+31.02240 	167.755	30.4572	11.5	10.579	9.067	10.08	-99.999	9.186	 8.359	9.143
          	167.755	30.4572	13.257	12.238	10.818	11.886	-99.999	10.774	 9.970	10.815
-46.06799 	167.548	-47.0092	10.682	9.99	9.085	10.558	-99.999	10.615	 9.906	11.038
-31.08820 	167.629	-31.7594	13.714	12.887	11.406	12.437	-99.999	11.675	10.871	11.704
-50.05759 	167.551	-51.3092	10.725	10.07	9.105	10.518	-99.999	10.51	 9.792	10.927
+69.00602 	168.044	68.2903	7.174	6.52	5.597	7.036	-99.999	7.102	 6.401	7.562
-61.22009 	167.734	1.14056	12.631	12.447	11.382	12.723	-99.999	12.337	11.597	12.627
-59.03100 	167.515	-60.0925	7.076	7.469	6.676	8.259	-99.999	8.453	 7.758	8.962
-60.02578 	167.507	-60.9758	7.608	8.07	7.117	8.49	-99.999	8.783	 8.008	8.88
+42.02189 	167.868	41.8239	12.201	11.523	10.186	11.294	-99.999	10.671	 9.877	10.779
          	167.77	6.42389	12.462	12.358	11.292	12.618	-99.999	12.12	11.363	12.379
-40.06559 	167.646	-41.6428	9.422	8.91	7.933	9.331	-99.999	9.228	 8.505	9.605
-59.03102 	167.539	-60.2428	7.349	7.835	7.029	8.572	-99.999	8.594	 7.892	9.038
+43.02088 	167.896	42.8236	9.43	9.191	8.117	9.417	-99.999	9.034	 8.282	9.316
-24.09577 	167.722	-25.4094	14.98	14.013	12.531	13.563	-99.999	12.535	11.701	12.484
-45.06744 	167.654	-45.8428	10.029	9.371	8.397	9.8	-99.999	9.751	 9.039	10.165
-51.05403 	167.62	-52.5594	9.095	8.673	7.823	9.349	-99.999	9.486	 8.795	9.976
+09.02465 	167.824	8.25694	9.449	9.076	8.228	9.735	-99.999	9.913	 9.229	10.423
-48.06240 	167.661	-49.6428	6.956	7.216	6.417	7.995	-99.999	8.185	 7.494	8.696
+43.02089 	167.946	42.8403	8.137	7.899	6.879	8.233	-99.999	7.941	 7.203	8.267
-47.06579 	167.696	-47.7094	9.459	9.29	8.444	9.98	-99.999	10.11	 9.416	10.61
-10.03216 	167.833	-10.9764	11.698	11.012	9.635	10.718	-99.999	10.015	 9.212	10.083
