#DM	RA	Dec	U	B1	B	B2	V2	V1	V	G
-29.02348 	83.4879	-29.8489	6.984	6.395	5.532	7.049	-99.999	7.206	 6.512	7.704
-01.00956 	83.8121	-1.90056	9.419	8.922	8.048	9.545	-99.999	9.667	 8.975	10.148
-05.01311 	83.78	-5.20028	7.441	7.537	6.719	8.281	-99.999	8.504	 7.822	9.034
-05.01313 	83.7775	-5.46694	8.06	8.31	7.469	9.016	-99.999	9.043	 8.329	9.456
-05.01312 	83.7738	-5.86694	9.436	9.039	8.176	9.697	-99.999	9.867	 9.174	10.368
          	83.7725	-5.98361	8.752	8.514	7.674	9.217	-99.999	9.401	 8.718	9.922
          	83.7583	-7.41694	14.084	13.19	11.712	12.76	-99.999	11.697	10.860	11.654
+25.00878 	84.1204	25.5978	9.504	9.244	8.223	9.573	-99.999	9.296	 8.564	9.634
-01.00957 	83.8454	-1.03417	10.024	9.5	8.616	10.107	-99.999	10.231	 9.530	10.725
-02.01305 	83.8325	-2.38417	8.294	8.158	7.313	8.836	-99.999	9.031	 8.329	9.482
-04.01180 	83.8108	-4.60056	9.197	8.822	7.963	9.49	-99.999	9.658	 8.964	10.158
-04.01182 	83.81	-4.68389	10.931	10.377	9.421	10.862	-99.999	10.77	10.056	11.169
-04.01181 	83.8083	-4.86722	9.705	9.754	8.873	10.358	-99.999	10.203	 9.484	10.552
-05.01314 	83.7992	-5.81722	8.281	8.211	7.38	8.928	-99.999	9.142	 8.455	9.665
-06.01237 	83.7979	-5.93389	6.912	7.128	6.32	7.896	-99.999	8.126	 7.439	8.652
          	83.7971	-6.03389	11.641	11.221	10.197	11.561	-99.999	11.226	10.504	11.567
-06.01238 	83.7917	-6.56722	9.004	8.713	7.858	9.38	-99.999	9.561	 8.866	10.063
+00.01128 	83.8854	0.498889	8.572	8.164	7.309	8.835	-99.999	9.007	 8.318	9.524
-04.01184 	83.8375	-4.4175	5.667	5.899	5.097	6.675	-99.999	6.919	 6.234	7.452
-04.01183 	83.8371	-4.50083	5.905	6.219	5.419	6.997	-99.999	7.234	 6.550	7.762
-04.01182 	83.835	-4.68417	10.352	9.949	9.055	10.54	-99.999	10.476	 9.770	10.879
-04.01185 	83.8337	-4.83417	3.659	4.156	3.379	4.989	-99.999	5.255	 4.571	5.796
-05.01316 	83.8312	-5.0675	9.857	9.3	8.416	9.907	-99.999	10.038	 9.336	10.532
-05.01317 	83.8304	-5.15083	11.293	10.902	9.818	11.127	-99.999	10.653	 9.901	10.914
          	83.83	-5.20083	12.652	12.335	11.199	12.447	-99.999	11.686	10.897	11.831
-05.01315 	83.8283	-5.38417	6.027	6.505	5.693	7.263	-99.999	7.338	 6.621	7.767
-05.01315 	83.8283	-5.38417	8.053	8.159	7.283	8.814	-99.999	8.75	 8.002	9.106
-05.01315 	83.8283	-5.38417	4.334	4.886	4.088	5.668	-99.999	5.764	 5.062	6.212
-05.01315 	83.8283	-5.38417	6.088	6.524	5.712	7.267	-99.999	7.32	 6.599	7.739
-05.01318 	83.8283	-5.40083	9.418	9.613	8.741	10.282	-99.999	10.188	 9.410	10.475
-06.01240 	83.8221	-6.03417	6.678	6.834	6.019	7.589	-99.999	7.83	 7.138	8.354
          	82.55	-67.4281	12.853	13.616	12.325	13.467	-99.999	14.468	13.486	13.936
+09.00888 	83.9983	9.53139	8.491	8.454	7.625	9.166	-99.999	9.347	 8.653	9.835
-01.00963 	83.8883	-1.76806	10.238	9.635	8.737	10.161	-99.999	10.247	 9.552	10.72
-01.00961 	83.8875	-1.83472	9.023	8.543	7.565	8.95	-99.999	8.806	 8.083	9.187
-04.01186 	83.8633	-4.36778	5.735	5.969	5.17	6.745	-99.999	6.983	 6.299	7.508
-05.01319 	83.8529	-5.41778	4.253	4.791	4.002	5.602	-99.999	5.769	 5.071	6.258
-05.01320 	83.8529	-5.41778	5.55	6.061	5.272	6.871	-99.999	7.061	 6.366	7.564
-05.01322 	83.8492	-5.80111	10.562	9.955	9.007	10.45	-99.999	10.46	 9.753	10.9
          	83.8487	-5.85111	12.08	11.863	10.802	12.104	-99.999	11.723	10.977	12
-05.01321 	83.8487	-5.85111	10.621	10.195	9.219	10.603	-99.999	10.436	 9.710	10.789
-06.01241 	83.8479	-5.91778	1.656	2.278	1.511	3.157	-99.999	3.456	 2.765	4.012
+34.01119 	84.3113	34.5467	10.669	10.24	9.061	10.283	-99.999	9.788	 9.033	10.027
-03.01146 	83.8992	-3.25139	5.922	6.091	5.28	6.85	-99.999	7.071	 6.389	7.607
-03.01148 	83.8983	-3.33472	8.295	8.14	7.305	8.847	-99.999	9.035	 8.338	9.535
-04.01187 	83.8838	-4.83472	6.668	6.975	6.176	7.768	-99.999	8.008	 7.330	8.538
-05.01323 	83.8829	-4.90139	9.241	8.924	8.063	9.593	-99.999	9.757	 9.071	10.266
-05.01327 	83.8812	-5.10139	9.77	9.259	8.383	9.888	-99.999	10.021	 9.324	10.511
-05.01325 	83.8796	-5.26806	6.709	7.017	6.158	7.658	-99.999	7.536	 6.816	7.916
-05.01326 	83.8779	-5.41806	8.004	8.086	7.24	8.777	-99.999	8.872	 8.179	9.34
-05.01324 	83.8767	-5.55139	10.893	10.355	9.345	10.724	-99.999	10.495	 9.767	10.846
-23.02865 	83.6904	-23.4506	10.794	10.278	8.994	10.154	-99.999	9.582	 8.805	9.752
-48.01866 	83.3179	-47.9153	10.735	10.426	9.365	10.689	-99.999	10.178	 9.421	10.436
-61.00479 	82.9096	-61.5467	7.007	6.908	6.089	7.656	-99.999	7.866	 7.175	8.378
+36.01204 	84.3738	37.0961	8.949	8.698	7.696	9.057	-99.999	8.739	 8.002	9.058
-01.00964 	83.9654	1.04806	9.861	9.314	8.432	9.927	-99.999	10.05	 9.346	10.528
-01.00965 	83.9458	0.985	7.654	7.468	6.627	8.163	-99.999	8.344	 7.654	8.845
-04.01188 	83.9083	-4.85167	6.216	5.544	4.594	6.016	-99.999	5.959	 5.242	6.365
-06.01242 	83.8962	-6.085	10.095	9.465	8.547	10.015	-99.999	10.103	 9.397	10.581
-00.01015 	83.9892	0.914444	10.524	9.986	9.059	10.483	-99.999	10.513	 9.812	10.953
-01.00966 	83.9712	0.968611	9.274	8.841	7.972	9.486	-99.999	9.643	 8.947	10.141
-06.01244 	83.915	-6.75167	10.487	9.89	8.968	10.427	-99.999	10.485	 9.784	10.952
+26.00870 	84.2862	26.9297	5.747	5.621	4.784	6.319	-99.999	6.51	 5.818	7.019
+11.00878 	84.1162	11.3306	11.982	11.068	9.589	10.604	-99.999	9.644	 8.797	9.601
          	84.0138	0.847778	11.573	11.12	10.155	11.549	-99.999	11.45	10.730	11.845
-05.01329 	83.9525	-5.46861	11.385	10.511	9.533	10.95	-99.999	10.746	10.016	11.086
-06.01245 	83.9471	-6.01861	9.758	9.54	8.546	9.927	-99.999	9.7	 8.973	10.047
-07.01130 	83.9338	-7.36861	11.018	10.57	9.369	10.579	-99.999	10.073	 9.315	10.303
-15.01089 	83.8496	-15.735	6.416	6.492	5.678	7.243	-99.999	7.479	 6.794	8.009
-64.00454 	82.8662	-64.0967	10.84	10.665	9.607	10.935	-99.999	10.568	 9.833	10.88
-00.01016 	84.0346	0.430833	9.294	8.764	7.875	9.36	-99.999	9.491	 8.801	9.984
-00.01017 	84.0392	0.914167	7.764	7.754	6.931	8.477	-99.999	8.679	 7.991	9.186
-01.00968 	84.0133	-1.7525	8.994	8.566	7.694	9.185	-99.999	9.314	 8.617	9.796
-04.01190 	83.9875	-4.41889	6.527	6.787	5.982	7.57	-99.999	7.81	 7.125	8.337
-05.01331 	83.9783	-5.36889	9.278	8.871	8.006	9.513	-99.999	9.672	 8.972	10.173
-05.01330 	83.9758	-5.61889	6.69	6.785	5.962	7.512	-99.999	7.723	 7.034	8.233
-51.01539 	83.3312	-51.6492	8.408	7.883	6.911	8.322	-99.999	8.234	 7.515	8.631
+20.01018 	84.2646	20.7294	8.875	8.631	7.547	8.843	-99.999	8.423	 7.675	8.707
-01.00969 	84.0438	-1.20278	0.678	1.273	0.496	2.137	-99.999	2.382	 1.690	2.917
-05.01332 	84.0075	-4.93583	11.392	11.019	10.029	11.421	-99.999	11.205	10.476	11.573
-06.01247 	83.9946	-6.26917	8.224	8.131	7.297	8.843	-99.999	9.036	 8.338	9.532
-31.02563 	83.7138	-31.7011	7.655	7.196	6.347	7.876	-99.999	8.062	 7.371	8.577
-81.00142 	80.5458	-81.0358	8.265	7.533	6.568	7.99	-99.999	7.903	 7.188	8.314
-00.01018 	84.0846	0.430278	8.575	8.546	7.687	9.196	-99.999	9.25	 8.542	9.678
-05.01333 	84.0317	-5.05278	10.283	9.982	8.983	10.357	-99.999	10.099	 9.362	10.425
-06.01249 	84.0187	-6.35278	10.936	10.719	9.681	11.019	-99.999	10.697	 9.955	11.013
-06.01248 	84.0142	-6.83611	11.318	10.926	9.915	11.293	-99.999	11.047	10.314	11.39
+16.00822 	84.275	17.0458	6.346	5.796	4.846	6.26	-99.999	6.237	 5.519	6.66
-01.00971 	84.0896	-1.62	7.816	7.775	6.952	8.508	-99.999	8.719	 8.028	9.233
          	84.0633	-4.35306	11.949	11.618	10.593	11.948	-99.999	11.653	10.916	11.975
          	84.0633	-4.36972	12.105	11.765	10.729	12.069	-99.999	11.697	10.962	12.003
-05.01334 	84.0508	-5.65306	5.787	6.137	5.35	6.949	-99.999	7.222	 6.539	7.77
-07.01131 	84.0333	-7.40306	7.286	7.149	6.316	7.862	-99.999	8.069	 7.378	8.587
+09.00898 	84.2212	9.31278	6.168	5.572	4.332	5.526	-99.999	4.866	 4.094	5.076
+10.00828 	84.2633	11.0292	10.149	8.669	7.028	8.008	-99.999	6.795	 5.974	6.821
-01.00973 	84.1433	-1.23694	9.022	8.394	7.481	8.945	-99.999	8.999	 8.301	9.466
-02.01311 	84.1363	-1.98694	7.564	7.626	6.801	8.342	-99.999	8.524	 7.828	9.025
-05.01335 	84.1029	-5.40361	9.476	9.051	8.182	9.692	-99.999	9.856	 9.160	10.362
-01.00974 	84.1704	-1.02056	8.311	8.003	7.147	8.658	-99.999	8.803	 8.111	9.292
-05.01336 	84.1246	-5.77028	9.52	8.977	8.011	9.42	-99.999	9.346	 8.631	9.749
-13.01192 	84.0442	-13.82	8.709	8.463	7.62	9.152	-99.999	9.327	 8.628	9.799
-33.02414 	83.82	-33.0856	8.49	7.597	6.215	7.31	-99.999	6.543	 5.762	6.711
+21.00908 	84.4196	21.1447	2.338	2.594	1.798	3.431	-99.999	3.676	 2.984	4.217
-05.01338 	84.1558	-5.13722	10.044	9.506	8.553	9.975	-99.999	9.905	 9.186	10.312
          	84.1525	-5.47056	11.712	11.448	10.463	11.854	-99.999	11.317	10.547	11.551
-06.01255 	84.1467	-6.07056	4.771	5.244	4.469	6.084	-99.999	6.375	 5.691	6.929
-06.01254 	84.1429	-6.45389	8.004	7.889	7.049	8.585	-99.999	8.803	 8.109	9.297
-23.02883 	83.9692	-23.1031	12.86	12.433	11.286	12.499	-99.999	12.018	11.253	12.277
-27.02373 	83.9163	-27.6028	9.496	9.229	8.13	9.424	-99.999	8.97	 8.217	9.246
-54.00854 	83.4429	-54.9006	7.439	7.143	6.113	7.469	-99.999	7.153	 6.419	7.477
+08.01016 	84.3425	8.94472	5.315	5.717	4.931	6.525	-99.999	6.78	 6.100	7.321
+04.00989 	84.3017	4.76167	7.998	7.692	6.817	8.32	-99.999	8.423	 7.720	8.883
-00.01023 	84.2633	0.811944	7.949	7.88	7.056	8.608	-99.999	8.817	 8.130	9.331
-01.00977 	84.2417	-1.43806	10.369	9.781	8.882	10.361	-99.999	10.465	 9.768	10.947
-04.01191 	84.2125	-4.42111	12.096	11.746	10.647	11.953	-99.999	11.51	10.756	11.785
-01.00978 	84.265	-1.58833	9.576	9.161	8.285	9.793	-99.999	9.908	 9.208	10.394
-05.01339 	84.2233	-5.87139	10.588	10.269	9.243	10.602	-99.999	10.298	 9.566	10.629
          	82.67	-71.0306	12.154	12.72	11.765	13.171	-99.999	13.677	12.864	13.744
-06.01257 	84.2458	-6.155	10.347	9.701	8.789	10.252	-99.999	10.3	 9.594	10.758
-49.01790 	83.6696	-48.9522	8.109	7.545	6.585	8.006	-99.999	8.004	 7.293	8.439
-01.00979 	84.3146	-1.65528	7.511	7.599	6.78	8.336	-99.999	8.553	 7.866	9.072
-03.01158 	84.2933	-3.83861	10.643	10.062	9.153	10.614	-99.999	10.631	 9.921	11.079
-00.01027 	84.3633	0.810833	9.6	9.044	8.128	9.582	-99.999	9.657	 8.957	10.124
-01.00980 	84.3383	-1.75556	9.46	8.957	8.074	9.564	-99.999	9.662	 8.964	10.14
-06.01258 	84.2958	-6.15528	12.513	12.052	10.886	12.105	-99.999	11.508	10.735	11.715
-28.02298 	84.0525	-28.7042	6.964	6.424	5.49	6.933	-99.999	6.957	 6.259	7.411
-04.01193 	84.335	-4.6725	12.867	12.127	11.124	12.534	-99.999	12.028	11.292	12.304
-64.00456 	83.2333	-64.2336	7.728	6.997	5.686	6.821	-99.999	6.125	 5.340	6.307
-06.01262 	84.3479	-5.93917	5.087	5.566	4.792	6.409	-99.999	6.697	 6.016	7.254
-07.01137 	84.3354	-7.18917	10.851	10.261	9.325	10.772	-99.999	10.809	10.106	11.271
-11.01238 	84.29	-11.7722	6.662	6.105	5.193	6.661	-99.999	6.776	 6.083	7.267
-43.01935 	83.8817	-43.4036	8.586	8.417	7.586	9.127	-99.999	9.35	 8.665	9.859
+07.00953 	84.5037	7.54333	5.821	5.648	4.818	6.362	-99.999	6.549	 5.858	7.057
-01.00982 	84.4167	-1.43972	6.815	6.87	6.038	7.586	-99.999	7.789	 7.094	8.306
-03.01159 	84.395	-3.65639	10.394	9.829	8.914	10.391	-99.999	10.489	 9.798	10.98
-20.01132 	84.2296	-19.9222	9.344	8.657	7.755	9.235	-99.999	9.338	 8.640	9.818
+00.01138 	84.465	0.976667	7.212	7.205	6.381	7.939	-99.999	8.156	 7.466	8.672
-00.01031 	84.4642	0.893333	7.183	7.291	6.476	8.037	-99.999	8.279	 7.588	8.809
-02.01319 	84.4317	-2.44	9.044	8.535	7.63	9.1	-99.999	9.216	 8.513	9.678
-05.01342 	84.4075	-4.93972	6.481	6.769	5.974	7.559	-99.999	7.82	 7.136	8.352
+00.01140 	84.49	0.993056	7.694	7.731	6.909	8.472	-99.999	8.697	 8.010	9.232
-00.01033 	84.4833	0.293056	9.228	8.716	7.831	9.307	-99.999	9.374	 8.667	9.82
-01.00984 	84.4654	-1.57361	8.997	8.598	7.73	9.25	-99.999	9.408	 8.719	9.915
-62.00487 	83.4175	-62.485	5.485	4.774	3.622	4.882	-99.999	4.399	 3.644	4.659
-04.01196 	84.4587	-4.80694	5.682	5.979	5.165	6.732	-99.999	6.868	 6.177	7.366
-06.01264 	84.4404	-6.70694	9.461	8.911	8.002	9.471	-99.999	9.533	 8.829	9.992
-33.02434 	84.1338	-33.8719	14.293	13.31	11.785	12.794	-99.999	11.872	11.046	11.847
          	84.9313	35.8906	11.792	11.787	10.831	12.237	-99.999	11.605	10.836	11.831
+30.00968 	84.8617	30.8911	7.17	7.596	6.777	8.327	-99.999	8.345	 7.643	8.788
+29.00947 	84.84	29.2244	5.969	6.058	5.211	6.726	-99.999	6.676	 5.964	7.091
-00.01035 	84.5333	0.2925	9.156	8.73	7.836	9.314	-99.999	9.341	 8.631	9.78
          	84.5333	0.2925	9.109	8.737	7.863	9.369	-99.999	9.476	 8.774	9.948
-01.00986 	84.5204	-1.02389	10.657	10.078	9.131	10.563	-99.999	10.563	 9.857	11.001
-01.00983 	84.5183	-1.25722	10.771	10.206	9.256	10.68	-99.999	10.566	 9.846	10.955
-06.01265 	84.4675	-6.47389	10.416	9.853	8.9	10.324	-99.999	10.223	 9.501	10.622
-06.01267 	84.465	-6.72361	8.216	8.063	7.231	8.783	-99.999	8.993	 8.300	9.515
+23.00982 	84.7942	23.3244	12.499	10.844	9.135	10.087	-99.999	8.452	 7.591	8.348
-01.00985 	84.5387	-1.74083	8.299	8.124	7.288	8.831	-99.999	9.028	 8.338	9.543
-06.01268 	84.495	-6.24056	9.999	9.568	8.664	10.129	-99.999	10.119	 9.412	10.544
+53.00934 	85.3283	53.4886	7.983	7.528	6.317	7.512	-99.999	6.988	 6.224	7.203
-01.00987 	84.5692	-1.15778	6.203	6.475	5.671	7.257	-99.999	7.515	 6.817	8.053
-06.01269 	84.5183	-6.39083	9.181	8.917	7.926	9.31	-99.999	9.088	 8.361	9.436
-26.02334 	84.3058	-26.39	12.761	12.413	11.269	12.516	-99.999	12.107	11.337	12.353
-04.01198 	84.5658	-4.09139	7.539	6.956	6.028	7.482	-99.999	7.551	 6.854	8.025
-05.01346 	84.5529	-5.42444	10.553	9.932	9.001	10.45	-99.999	10.483	 9.776	10.942
-06.01270 	84.5429	-6.42444	10.454	9.862	8.938	10.4	-99.999	10.473	 9.772	10.947
-07.01139 	84.53	-7.74111	10.446	9.855	8.907	10.336	-99.999	10.32	 9.611	10.754
+53.00935 	85.3783	53.4881	13.074	12.054	10.616	11.644	-99.999	10.558	 9.727	10.552
-00.01036 	84.6329	0.258333	8.637	8.43	7.591	9.115	-99.999	9.276	 8.586	9.769
-06.01271 	84.5708	-6.14139	9.04	8.722	7.834	9.328	-99.999	9.346	 8.644	9.786
-27.02389 	84.3375	-27.8736	6.949	6.539	5.573	6.985	-99.999	6.865	 6.144	7.251
-47.01940 	84.03	-47.3056	8.803	7.966	6.588	7.69	-99.999	6.869	 6.081	7.007
+09.00910 	84.7521	9.89083	9.352	9.049	8.182	9.687	-99.999	9.751	 9.049	10.205
-05.01347 	84.6067	-5.04167	8.662	8.038	7.05	8.435	-99.999	8.345	 7.625	8.741
-49.01809 	84.0079	-49.4556	11.922	11.604	10.524	11.815	-99.999	11.436	10.695	11.739
-05.01348 	84.6308	-5.10861	10.29	9.673	8.753	10.217	-99.999	10.259	 9.562	10.731
-58.00526 	83.7633	-58.8711	10.714	9.313	7.664	8.649	-99.999	7.516	 6.689	7.545
+02.01028 	84.7329	2.8575	7.874	7.666	6.831	8.383	-99.999	8.582	 7.888	9.09
-02.01326 	84.6804	-2.59222	2.727	3.321	2.564	4.188	-99.999	4.481	 3.801	5.032
-04.01200 	84.66	-4.67556	10.355	9.769	8.872	10.348	-99.999	10.296	 9.577	10.714
-06.01274 	84.6458	-6.15889	8.451	8.187	7.321	8.83	-99.999	8.917	 8.217	9.376
-02.01327 	84.7054	-2.5925	5.895	6.299	5.512	7.105	-99.999	7.355	 6.669	7.89
-04.01201 	84.6892	-4.27583	9.631	9.138	8.251	9.754	-99.999	9.881	 9.191	10.382
-06.01275 	84.6667	-6.57556	5.03	5.496	4.721	6.331	-99.999	6.625	 5.942	7.177
-28.02317 	84.4283	-28.6244	8.035	7.769	6.778	8.168	-99.999	7.972	 7.250	8.34
+04.01002 	84.7954	4.12361	3.914	4.228	3.434	5.02	-99.999	5.213	 4.521	5.723
-06.01276 	84.6912	-6.62583	11.224	10.823	9.85	11.263	-99.999	11.119	10.398	11.499
-08.01183 	84.6729	-8.45917	6.993	6.863	6.035	7.585	-99.999	7.788	 7.091	8.284
-28.02321 	84.4521	-28.6914	6.228	5.879	4.873	6.236	-99.999	5.99	 5.266	6.345
-61.00488 	83.7488	-61.1714	8.089	7.589	6.409	7.63	-99.999	7.085	 6.327	7.332
-07.01142 	84.7104	-7.20944	5.546	4.904	3.975	5.435	-99.999	5.474	 4.767	5.93
-76.00329 	82.5158	-76.2489	9.415	9.163	8.12	9.462	-99.999	9.147	 8.406	9.471
+31.01048 	85.1429	31.355	6.338	5.967	5.115	6.642	-99.999	6.734	 6.025	7.199
-02.01329 	84.7862	-1.99333	8.922	8.574	7.715	9.24	-99.999	9.404	 8.707	9.902
-02.01328 	84.78	-2.64333	7.704	7.815	6.993	8.55	-99.999	8.746	 8.055	9.255
-05.01351 	84.755	-5.19306	7.242	7.296	6.474	8.04	-99.999	8.266	 7.575	8.778
+31.01049 	85.1754	31.9214	11.423	9.598	7.889	8.834	-99.999	7.064	 6.199	6.964
+03.00996 	84.8688	3.95611	11.428	11.231	10.173	11.493	-99.999	11.097	10.353	11.394
-03.01165 	84.8021	-2.94361	9.619	9.174	8.312	9.82	-99.999	9.97	 9.277	10.469
-17.01197 	84.6854	-17.0597	8.327	7.822	6.961	8.483	-99.999	8.66	 7.966	9.168
-48.01894 	84.2408	-47.9575	9.657	9.235	8.04	9.253	-99.999	8.72	 7.949	8.926
-48.01897 	84.2408	-47.9575	12.57	11.781	10.377	11.437	-99.999	10.645	 9.833	10.679
-01.00994 	84.865	-1.5775	9.797	9.249	8.359	9.851	-99.999	9.981	 9.276	10.468
-20.01141 	84.6775	-20.1097	8.897	8.328	7.447	8.951	-99.999	9.094	 8.400	9.592
-18.21030 	83.9433	-59.4061	14.238	13.479	12.009	13.053	-99.999	12.35	11.546	12.406
+04.01003 	84.9483	4.43889	8.135	7.834	6.979	8.507	-99.999	8.679	 7.987	9.19
+00.01146 	84.9146	0.922222	8.466	8.131	7.297	8.844	-99.999	9.024	 8.328	9.524
-03.01166 	84.8708	-3.56083	6.717	6.313	5.363	6.786	-99.999	6.687	 5.969	7.083
+56.01050 	85.7708	56.6014	8.223	7.558	6.296	7.467	-99.999	6.836	 6.064	7.046
+05.00985 	84.9896	6.07167	10.483	9.964	8.743	9.944	-99.999	9.433	 8.671	9.666
+01.01088 	84.945	1.50528	6.939	6.67	5.842	7.387	-99.999	7.579	 6.889	8.084
-11.01251 	84.8458	-11.1942	7.442	7.728	6.922	8.491	-99.999	8.674	 7.982	9.183
-02.01332 	84.9546	-2.67833	9.106	8.986	8.115	9.609	-99.999	9.718	 9.017	10.178
-09.01197 	84.8858	-9.71139	6.198	6.204	5.382	6.943	-99.999	7.167	 6.479	7.683
-01.00997 	84.9867	-1.92861	7.493	7.355	6.51	8.052	-99.999	8.233	 7.542	8.739
-03.01167 	84.9729	-3.34528	7.625	7.744	6.928	8.487	-99.999	8.735	 8.040	9.221
-17.01199 	84.8271	-17.8444	6.228	6.123	5.299	6.855	-99.999	7.069	 6.379	7.588
+29.00954 	85.3442	29.5028	7.461	7.035	6.179	7.687	-99.999	7.864	 7.179	8.376
+29.00953 	85.3438	29.4861	6.282	6.168	5.348	6.89	-99.999	7.105	 6.414	7.613
-43.01954 	84.5142	-42.9764	8.522	8.244	7.192	8.52	-99.999	8.16	 7.424	8.47
-62.00494 	83.9517	-62.8069	12.004	11.223	9.786	10.848	-99.999	10.135	 9.338	10.207
-01.01000 	85.0396	-1.64583	9.709	9.455	8.461	9.83	-99.999	9.558	 8.827	9.896
-01.01001 	85.0667	-1.44611	7.261	7.43	6.608	8.169	-99.999	8.335	 7.641	8.837
          	85.1496	4.57028	15.237	14.391	12.938	13.98	-99.999	12.902	12.061	12.854
-02.01335 	85.0812	-2.49611	9.665	9.151	8.273	9.774	-99.999	9.909	 9.214	10.401
-03.01168 	85.0721	-3.42944	7.033	6.933	6.094	7.63	-99.999	7.736	 7.031	8.179
-05.01356 	85.0512	-5.59611	12.299	11.365	10.314	11.649	-99.999	11.18	10.437	11.462
-22.01182 	84.8721	-22.8286	12.939	12.11	10.681	11.731	-99.999	11.043	10.238	11.1
-38.02136 	84.6671	-38.3442	11.926	11.272	9.887	10.977	-99.999	10.332	 9.539	10.425
-02.01336 	85.1067	-2.44639	7.087	7.302	6.493	8.066	-99.999	8.294	 7.603	8.818
-04.01210 	85.0875	-4.41306	7.807	7.784	6.957	8.507	-99.999	8.716	 8.025	9.225
-13.01209 	84.9938	-13.8625	9.899	9.692	8.672	10.037	-99.999	9.739	 8.998	10.054
-20.01147 	84.9242	-20.4289	6.803	6.658	5.823	7.374	-99.999	7.587	 6.895	8.108
          	84.9242	-20.4289	8.616	8.117	7.209	8.688	-99.999	8.774	 8.073	9.249
-46.01936 	84.5546	-46.0936	8.778	8.472	7.318	8.574	-99.999	8.091	 7.338	8.327
-25.02581 	84.8954	-25.1456	8.046	7.941	7.097	8.634	-99.999	8.814	 8.120	9.303
-40.01999 	84.6783	-40.7111	5.758	5.578	4.745	6.286	-99.999	6.492	 5.801	7.005
+16.00841 	85.345	16.5356	4.35	4.521	3.715	5.296	-99.999	5.525	 4.832	6.056
+54.00932 	85.9929	54.8489	7.13	6.758	5.917	7.444	-99.999	7.629	 6.938	8.134
+36.01233 	85.6112	36.2008	8.016	8.287	7.425	8.928	-99.999	8.748	 8.029	9.126
-02.01338 	85.1867	-1.94722	0.697	1.314	0.549	2.187	-99.999	2.454	 1.761	2.995
-02.01337 	85.1779	-2.83056	5.322	5.781	5.001	6.609	-99.999	6.884	 6.200	7.43
-04.01212 	85.1675	-3.93028	9.623	9.124	8.25	9.755	-99.999	9.887	 9.186	10.377
+23.01007 	85.4696	23.3181	6.335	6.389	5.568	7.106	-99.999	7.279	 6.588	7.765
-01.01004 	85.2196	-1.13083	4.109	4.496	3.717	5.324	-99.999	5.609	 4.926	6.161
-76.00333 	82.9463	-76.3531	8.027	7.065	5.648	6.725	-99.999	5.972	 5.185	6.11
-01.01005 	85.2412	-1.48111	6.243	6.643	5.849	7.442	-99.999	7.675	 6.986	8.205
-50.01864 	84.5796	-50.6444	6.774	6.264	5.405	6.932	-99.999	7.115	 6.424	7.626
+00.01152 	85.2837	0.335278	6.734	6.269	5.322	6.737	-99.999	6.635	 5.919	7.035
-34.02375 	84.9054	-34.0794	2.499	2.358	1.543	3.118	-99.999	3.348	 2.653	3.871
-02.01344 	85.2792	-2.71472	8.204	7.836	6.976	8.49	-99.999	8.6	 7.902	9.076
-03.01171 	85.2704	-3.61472	7.452	7.616	6.798	8.363	-99.999	8.577	 7.891	9.104
-10.01258 	85.2037	-10.4144	6.127	6.153	5.334	6.895	-99.999	7.141	 6.451	7.645
-32.02479 	84.9504	-32.6297	7.488	6.877	5.63	6.816	-99.999	6.209	 5.443	6.439
+28.00856 	85.6379	29	9.472	8.835	7.791	9.116	-99.999	8.798	 8.056	9.104
-11.01258 	85.2208	-11.1981	9.479	8.636	7.346	8.507	-99.999	7.658	 6.870	7.823
-01.01009 	85.3429	-1.31528	9.094	8.626	7.762	9.264	-99.999	9.425	 8.732	9.932
-31.02641 	85.0192	-31.2469	8.026	7.534	6.676	8.193	-99.999	8.371	 7.680	8.881
-40.02008 	84.8787	-40.6964	8.831	8.526	7.544	8.937	-99.999	8.762	 8.039	9.135
-75.00321 	83.2504	-75.2386	8.394	7.947	7.083	8.611	-99.999	8.766	 8.082	9.272
+62.00780 	86.435	62.2625	12.203	11.282	9.789	10.797	-99.999	9.835	 9.004	9.812
-04.01216 	85.3667	-3.99889	10.588	9.999	9.034	10.463	-99.999	10.353	 9.637	10.75
-03.01173 	85.3946	-3.71583	8.087	7.604	6.736	8.25	-99.999	8.411	 7.717	8.905
-06.01286 	85.365	-6.74917	9.731	9.177	8.302	9.806	-99.999	9.901	 9.208	10.392
-07.01151 	85.3629	-6.9325	7.109	7.351	6.539	8.11	-99.999	8.316	 7.625	8.83
-02.01345 	85.4338	-2.24944	7.611	7.844	6.998	8.524	-99.999	8.533	 7.821	8.972
-02.01346 	85.4275	-2.89944	7.231	6.781	5.815	7.225	-99.999	7.123	 6.403	7.516
-30.02559 	85.1258	-30.7147	10.125	9.899	8.839	10.158	-99.999	9.794	 9.049	10.098
-37.28006 	85.0125	-40.1642	16.352	15.243	13.865	14.963	-99.999	13.713	12.930	13.853
          	85.5775	7.41611	13.211	12.545	11.176	12.275	-99.999	11.614	10.818	11.694
-59.00491 	84.5783	-59.1122	7.786	7.042	6.153	7.642	-99.999	7.726	 7.027	8.199
-66.00439 	84.2258	-66.5606	6.612	6.096	5.25	6.778	-99.999	6.965	 6.274	7.474
